DATAFLOW,LAST UPDATE,freq,tra_mode,duration,purpose,c_dest,statinfo,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HR,2017,92.28,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HR,2018,95.89,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HR,2019,84.39,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HR,2020,59.54,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HR,2021,69.56,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HR,2022,86.00,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HU,2013,21.96,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HU,2014,30.01,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HU,2015,28.82,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HU,2016,29.56,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HU,2017,31.23,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HU,2018,34.51,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HU,2019,32.74,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HU,2020,21.22,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HU,2021,22.22,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,HU,2022,28.94,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IE,2013,153.03,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IE,2014,156.91,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IE,2015,152.60,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IE,2016,156.87,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IE,2017,150.20,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IE,2018,148.97,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IE,2019,155.17,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IE,2020,105.21,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IE,2021,96.34,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IE,2022,144.97,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IT,2013,122.82,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IT,2014,100.11,b
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IT,2015,111.73,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IT,2016,101.61,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IT,2017,109.76,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IT,2018,122.11,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IT,2019,125.21,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IT,2020,85.53,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IT,2021,99.93,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,IT,2022,119.19,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LT,2013,55.00,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LT,2014,65.08,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LT,2015,73.21,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LT,2016,71.42,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LT,2017,71.87,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LT,2018,76.36,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LT,2019,73.20,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LT,2020,47.18,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LT,2021,49.45,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LT,2022,64.67,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LU,2013,259.10,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LU,2014,252.41,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LU,2015,214.65,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LU,2016,229.87,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LU,2017,280.94,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LU,2018,321.39,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LU,2019,306.03,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LU,2020,245.15,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LU,2021,280.60,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LU,2022,344.78,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LV,2013,51.18,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LV,2014,50.78,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LV,2015,45.32,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LV,2016,46.14,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LV,2017,49.22,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LV,2018,58.03,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LV,2019,73.48,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LV,2020,47.31,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LV,2021,54.54,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,LV,2022,73.97,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,ME,2016,57.60,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,ME,2017,55.35,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,MK,2019,58.22,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,MK,2020,30.66,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,MK,2021,41.02,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,MT,2013,161.42,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,MT,2014,157.21,b
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,MT,2015,156.72,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,MT,2016,119.19,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,MT,2017,135.74,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,MT,2018,140.49,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,MT,2019,153.76,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,MT,2020,74.91,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,MT,2021,74.99,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,MT,2022,130.39,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NL,2013,121.30,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NL,2014,114.33,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NL,2015,114.36,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NL,2016,114.82,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NL,2017,150.33,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NL,2018,146.91,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NL,2019,153.60,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NL,2020,73.47,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NL,2021,106.78,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NL,2022,160.49,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NO,2013,246.00,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NO,2014,256.73,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NO,2015,278.25,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NO,2016,299.68,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NO,2017,298.62,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NO,2018,240.04,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,NO,2021,118.84,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PL,2013,72.88,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PL,2014,52.48,b
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PL,2015,54.35,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PL,2016,51.86,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PL,2017,57.24,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PL,2018,60.68,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PL,2019,64.58,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PL,2020,48.89,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PL,2021,49.69,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PL,2022,69.70,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PT,2013,39.53,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PT,2014,42.49,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PT,2015,38.05,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PT,2016,40.88,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PT,2017,43.62,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PT,2018,48.61,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PT,2019,56.98,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PT,2020,42.57,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PT,2021,47.14,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,PT,2022,63.88,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,RO,2013,34.67,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,RO,2014,37.63,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,RO,2015,39.74,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,RO,2016,40.20,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,RO,2017,41.65,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,RO,2018,43.17,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,RO,2019,51.13,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,RO,2020,37.09,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,RO,2021,45.03,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,RO,2022,66.81,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,RS,2018,70.69,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SE,2014,108.32,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SE,2015,107.16,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SE,2016,60.55,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SE,2017,335.74,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SE,2018,294.24,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SE,2019,257.95,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SE,2020,85.14,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SE,2021,95.66,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SE,2022,159.23,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SI,2013,64.29,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SI,2014,70.10,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SI,2015,69.85,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SI,2016,72.10,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SI,2017,67.77,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SI,2018,71.59,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SI,2019,73.68,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SI,2020,42.46,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SI,2021,61.37,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SI,2022,81.27,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SK,2013,63.43,b
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SK,2014,65.22,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SK,2015,65.38,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SK,2016,51.67,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SK,2017,65.45,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SK,2018,56.88,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SK,2019,63.30,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SK,2020,31.30,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SK,2021,43.47,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,SK,2022,56.76,
ESTAT:TOUR_DEM_EXTR(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_TRP,EUR,UK,2013,130.02,
