DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,HU,2023-06,160.55,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,HU,2023-07,161.12,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,HU,2023-08,162.37,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,HU,2023-09,162.49,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,HU,2023-10,162.10,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,HU,2023-11,162.07,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,HU,2023-12,161.55,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IE,2023-03,116.9,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IE,2023-04,117.2,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IE,2023-05,117.5,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IE,2023-06,118.4,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IE,2023-07,118.6,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IE,2023-08,119.2,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IE,2023-09,119.3,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IE,2023-10,119.5,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IE,2023-11,118.4,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IE,2023-12,118.9,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IS,2023-03,119.78,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IS,2023-04,120.64,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IS,2023-05,120.98,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IS,2023-06,122.93,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IS,2023-07,123.75,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IS,2023-08,124.38,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IS,2023-09,124.32,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IS,2023-10,123.69,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IS,2023-11,123.59,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IS,2023-12,123.78,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IT,2023-03,120.3,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IT,2023-04,121.3,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IT,2023-05,121.7,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IT,2023-06,121.8,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IT,2023-07,119.9,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IT,2023-08,120.1,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IT,2023-09,122.1,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IT,2023-10,122.2,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IT,2023-11,121.5,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,IT,2023-12,121.7,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LT,2023-03,149.70,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LT,2023-04,150.00,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LT,2023-05,149.82,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LT,2023-06,149.67,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LT,2023-07,149.35,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LT,2023-08,149.13,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LT,2023-09,150.17,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LT,2023-10,150.68,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LT,2023-11,150.07,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LT,2023-12,149.17,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LU,2023-03,120.67,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LU,2023-04,121.50,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LU,2023-05,121.27,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LU,2023-06,121.81,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LU,2023-07,121.46,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LU,2023-08,123.75,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LU,2023-09,124.21,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LU,2023-10,124.12,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LU,2023-11,123.36,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LU,2023-12,122.85,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LV,2023-03,143.26,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LV,2023-04,143.83,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LV,2023-05,145.92,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LV,2023-06,143.90,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LV,2023-07,144.99,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LV,2023-08,144.20,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LV,2023-09,143.48,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LV,2023-10,142.93,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LV,2023-11,142.81,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,LV,2023-12,141.77,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,ME,2023-03,127.54,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,ME,2023-04,128.01,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,ME,2023-05,129.06,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,ME,2023-06,131.07,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,ME,2023-07,133.34,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,ME,2023-08,135.59,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,ME,2023-09,135.59,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,ME,2023-10,134.60,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,ME,2023-11,133.99,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MK,2023-03,134.30,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MK,2023-04,135.11,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MK,2023-05,136.41,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MK,2023-06,137.89,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MK,2023-07,138.80,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MK,2023-08,140.63,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MK,2023-09,140.85,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MK,2023-10,138.22,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MK,2023-11,138.40,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MK,2023-12,138.22,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MT,2023-03,116.15,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MT,2023-04,119.74,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MT,2023-05,121.68,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MT,2023-06,123.54,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MT,2023-07,123.96,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MT,2023-08,124.49,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MT,2023-09,123.65,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MT,2023-10,121.96,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MT,2023-11,118.48,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,MT,2023-12,118.30,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NL,2023-03,126.16,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NL,2023-04,128.17,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NL,2023-05,128.41,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NL,2023-06,127.78,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NL,2023-07,129.25,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NL,2023-08,129.90,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NL,2023-09,128.81,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NL,2023-10,129.56,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NL,2023-11,127.63,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NL,2023-12,127.88,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NO,2023-03,129.7,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NO,2023-04,131.2,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NO,2023-05,131.8,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NO,2023-06,132.7,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NO,2023-07,133.1,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NO,2023-08,131.8,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NO,2023-09,131.6,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NO,2023-10,133.1,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NO,2023-11,134.0,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,NO,2023-12,134.1,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PL,2023-03,142.7,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PL,2023-04,143.8,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PL,2023-05,144.1,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PL,2023-06,144.2,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PL,2023-07,143.8,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PL,2023-08,143.9,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PL,2023-09,143.7,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PL,2023-10,144.2,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PL,2023-11,145.1,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PL,2023-12,145.3,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PT,2023-03,118.22,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PT,2023-04,119.75,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PT,2023-05,119.27,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PT,2023-06,119.79,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PT,2023-07,119.33,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PT,2023-08,120.24,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PT,2023-09,121.18,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PT,2023-10,120.65,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PT,2023-11,119.39,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,PT,2023-12,118.56,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RO,2023-03,139.13,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RO,2023-04,140.21,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RO,2023-05,140.89,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RO,2023-06,141.55,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RO,2023-07,141.76,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RO,2023-08,142.86,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RO,2023-09,144.04,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RO,2023-10,144.87,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RO,2023-11,144.72,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RO,2023-12,145.05,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RS,2023-03,141.7,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RS,2023-04,142.8,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RS,2023-05,144.2,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RS,2023-06,145.2,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RS,2023-07,145.2,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RS,2023-08,145.7,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RS,2023-09,146.1,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RS,2023-10,146.5,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RS,2023-11,147.1,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,RS,2023-12,147.2,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SE,2023-03,125.57,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SE,2023-04,125.82,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SE,2023-05,125.91,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SE,2023-06,127.17,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SE,2023-07,126.93,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SE,2023-08,126.72,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SE,2023-09,127.19,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SE,2023-10,127.29,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SE,2023-11,127.52,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SE,2023-12,128.38,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SI,2023-03,122.87,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SI,2023-04,124.14,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SI,2023-05,125.25,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SI,2023-06,126.43,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SI,2023-07,126.48,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SI,2023-08,126.75,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SI,2023-09,127.60,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SI,2023-10,128.05,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SI,2023-11,126.99,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SI,2023-12,126.29,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SK,2023-03,138.31,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SK,2023-04,139.16,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SK,2023-05,139.07,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SK,2023-06,139.39,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SK,2023-07,139.06,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SK,2023-08,139.18,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SK,2023-09,139.62,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SK,2023-10,139.89,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SK,2023-11,140.14,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,SK,2023-12,139.96,
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,TR,2023-03,486.83,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,TR,2023-04,498.51,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,TR,2023-05,498.70,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,TR,2023-06,518.27,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,TR,2023-07,567.63,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,TR,2023-08,619.09,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,TR,2023-09,648.45,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,TR,2023-10,670.67,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,TR,2023-11,692.75,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,TR,2023-12,713.14,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,US,2023-03,124.94,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,US,2023-04,125.63,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,US,2023-05,125.80,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,US,2023-06,126.15,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,US,2023-07,126.28,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,US,2023-08,126.94,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,US,2023-09,127.12,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,US,2023-10,126.97,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,US,2023-11,126.49,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,US,2023-12,126.16,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,XK,2023-03,127.04,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,XK,2023-04,127.03,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,XK,2023-05,126.62,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,XK,2023-06,126.58,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,XK,2023-07,127.12,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,XK,2023-08,128.42,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,XK,2023-09,129.52,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,XK,2023-10,129.50,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,XK,2023-11,129.38,d
ESTAT:PRC_HICP_MIDX(1.0),17/01/24 11:00:00,M,I15,CP00,XK,2023-12,129.79,d
